Model,Perfect Score,Predicted Score,Data Type
Model_LSTM8_20-0.06.h5,18.23842,33.43058,TRN7700-7750
Model_LSTM8_20-0.06.h5,17.01047,32.64348,TRN7750-7800
Model_LSTM8_20-0.06.h5,17.4898,33.43058,TRN7800-7850
Model_LSTM8_20-0.06.h5,16.4758,32.64348,TRN7850-7900
Model_LSTM8_20-0.06.h5,16.45729,30.54454,TRN7950-8000
Model_LSTM8_20-0.06.h5,14.03186,30.54454,TRN8000-8050
Model_LSTM8_20-0.06.h5,14.79336,31.331640000000004,TRN8050-8100
Model_LSTM8_20-0.06.h5,13.43495,32.64348,TRN8100-8150
Model_LSTM8_20-0.06.h5,14.371429999999998,32.38111,TRN8250-8300
Model_LSTM8_20-0.06.h5,17.46154,33.43058,TRN8300-8350
Model_LSTM8_20-0.06.h5,13.94924,32.38111,TRN8350-8400
Model_LSTM8_20-0.06.h5,11.59455,32.64348,TRN8450-8500
Model_LSTM8_20-0.06.h5,19.098770000000002,32.11874,TRN8500-8550
Model_LSTM8_20-0.06.h5,17.25114,34.217690000000005,TRN8550-8600
Model_LSTM8_20-0.06.h5,16.45405,31.06927,TRN8600-8650
Model_LSTM8_20-0.06.h5,15.632810000000001,32.38111,TRN8650-8700
Model_LSTM8_20-0.06.h5,14.65754,32.90585,TRN8700-8750
Model_LSTM8_20-0.06.h5,16.097579999999997,31.856379999999998,TRN8750-8800
Model_LSTM8_20-0.06.h5,17.2944,33.16822,TRN8800-8850
Model_LSTM8_20-0.06.h5,12.31276,34.48005,TRN8850-8900
Model_LSTM8_20-0.06.h5,9.058666,32.11874,TRN8950-9000
Model_LSTM8_20-0.06.h5,14.495829999999998,33.69295,TRN9000-9050
Model_LSTM8_20-0.06.h5,12.668,32.64348,TRN9050-9100
Model_LSTM8_20-0.06.h5,12.32128,30.54454,TRN9100-9150
Model_LSTM8_11-0.07.h5,17.591479999999997,33.16822,TEST
Model_LSTM8_11-0.07.h5,17.5681,31.856379999999998,TRN50-100
Model_LSTM8_11-0.07.h5,15.04972,33.16822,TRN100-150
Model_LSTM8_11-0.07.h5,18.34422,32.64348,TRN150-200
Model_LSTM8_11-0.07.h5,18.24263,32.90585,TRN200-250
Model_LSTM8_11-0.07.h5,18.5237,31.06927,TRN250-300
Model_LSTM8_11-0.07.h5,13.36694,31.856379999999998,TRN350-400
Model_LSTM8_11-0.07.h5,17.715220000000002,32.90585,TRN450-500
Model_LSTM8_11-0.07.h5,16.3459,32.64348,TRN500-550
Model_LSTM8_11-0.07.h5,12.23376,31.856379999999998,TRN550-600
Model_LSTM8_11-0.07.h5,18.60911,31.594009999999997,TRN600-650
Model_LSTM8_11-0.07.h5,16.357039999999998,32.38111,TRN650-700
Model_LSTM8_11-0.07.h5,13.53881,33.43058,TRN700-750
Model_LSTM8_11-0.07.h5,10.98666,33.16822,TRN750-800
Model_LSTM8_11-0.07.h5,18.38009,30.0198,TRN800-850
Model_LSTM8_11-0.07.h5,15.96178,30.54454,TRN850-900
Model_LSTM8_11-0.07.h5,14.721739999999999,31.856379999999998,TRN900-950
Model_LSTM8_11-0.07.h5,16.20437,32.11874,TRN950-1000
Model_LSTM8_11-0.07.h5,16.51085,33.95532,TRN1000-1050
Model_LSTM8_11-0.07.h5,11.760580000000001,32.11874,TRN1100-1150
Model_LSTM8_11-0.07.h5,13.90324,31.856379999999998,TRN1200-1250
Model_LSTM8_11-0.07.h5,14.906039999999999,31.856379999999998,TRN1250-1300
Model_LSTM8_11-0.07.h5,12.68564,33.16822,TRN1300-1350
Model_LSTM8_11-0.07.h5,6.395897,30.28217,TRN1350-1400
Model_LSTM8_11-0.07.h5,6.443129,31.331640000000004,TRN1450-1500
Model_LSTM8_11-0.07.h5,6.814025999999999,32.90585,TRN1550-1600
Model_LSTM8_11-0.07.h5,8.118725999999999,31.06927,TRN1600-1650
Model_LSTM8_11-0.07.h5,4.164487,30.54454,TRN1650-1700
Model_LSTM8_11-0.07.h5,3.973461,31.594009999999997,TRN1750-1800
Model_LSTM8_11-0.07.h5,9.011633999999999,31.594009999999997,TRN1850-1900
Model_LSTM8_11-0.07.h5,8.331448,32.38111,TRN1900-1950
Model_LSTM8_11-0.07.h5,5.369896,31.06927,TRN2000-2050
Model_LSTM8_11-0.07.h5,7.229531,32.11874,TRN2050-2100
Model_LSTM8_11-0.07.h5,13.461829999999999,32.11874,TRN2100-2150
Model_LSTM8_11-0.07.h5,6.436114,30.80691,TRN2150-2200
Model_LSTM8_11-0.07.h5,5.911786,32.64348,TRN2200-2250
Model_LSTM8_11-0.07.h5,10.21935,31.331640000000004,TRN2250-2300
Model_LSTM8_11-0.07.h5,5.534529,31.06927,TRN2300-2350
Model_LSTM8_11-0.07.h5,9.869381,33.69295,TRN2400-2450
Model_LSTM8_11-0.07.h5,16.03441,32.38111,TRN2450-2500
Model_LSTM8_11-0.07.h5,17.32769,33.43058,TRN2500-2550
Model_LSTM8_11-0.07.h5,15.16359,32.90585,TRN2600-2650
Model_LSTM8_11-0.07.h5,19.708879999999997,33.95532,TRN2650-2700
Model_LSTM8_11-0.07.h5,17.83857,32.90585,TRN2700-2750
Model_LSTM8_11-0.07.h5,18.733179999999997,31.594009999999997,TRN2750-2800
Model_LSTM8_11-0.07.h5,20.20564,31.594009999999997,TRN2800-2850
Model_LSTM8_11-0.07.h5,18.78206,31.331640000000004,TRN2850-2900
Model_LSTM8_11-0.07.h5,20.10807,33.69295,TRN2900-2950
Model_LSTM8_11-0.07.h5,18.61929,32.38111,TRN2950-3000
Model_LSTM8_11-0.07.h5,18.56966,33.69295,TRN3000-3050
Model_LSTM8_11-0.07.h5,18.67456,33.95532,TRN3050-3100
Model_LSTM8_11-0.07.h5,19.12005,32.38111,TRN3100-3150
Model_LSTM8_11-0.07.h5,19.973370000000003,30.80691,TRN3300-3350
Model_LSTM8_11-0.07.h5,20.24365,32.38111,TRN3350-3400
Model_LSTM8_11-0.07.h5,20.0889,32.64348,TRN3400-3450
Model_LSTM8_11-0.07.h5,15.90838,31.331640000000004,TRN3450-3500
Model_LSTM8_11-0.07.h5,16.871389999999998,33.16822,TRN3500-3550
Model_LSTM8_11-0.07.h5,19.265539999999998,32.90585,TRN3600-3650
Model_LSTM8_11-0.07.h5,15.13025,32.64348,TRN3650-3700
Model_LSTM8_11-0.07.h5,18.5426,31.594009999999997,TRN3850-3900
Model_LSTM8_11-0.07.h5,16.45131,32.90585,TRN3900-3950
Model_LSTM8_11-0.07.h5,15.6233,33.16822,TRN3950-4000
Model_LSTM8_11-0.07.h5,17.97635,34.48005,TRN4100-4150
Model_LSTM8_11-0.07.h5,15.164220000000002,34.217690000000005,TRN4150-4200
Model_LSTM8_11-0.07.h5,15.55913,32.90585,TRN4200-4250
Model_LSTM8_11-0.07.h5,18.98431,31.331640000000004,TRN4300-4350
Model_LSTM8_11-0.07.h5,17.517889999999998,32.90585,TRN4350-4400
Model_LSTM8_11-0.07.h5,18.67159,31.331640000000004,TRN4400-4450
Model_LSTM8_11-0.07.h5,15.375470000000002,32.38111,TRN4450-4500
Model_LSTM8_11-0.07.h5,16.52776,32.38111,TRN4500-4550
Model_LSTM8_11-0.07.h5,16.62569,31.594009999999997,TRN4550-4600
Model_LSTM8_11-0.07.h5,12.70843,33.16822,TRN4650-4700
Model_LSTM8_11-0.07.h5,17.64357,32.90585,TRN4700-4750
Model_LSTM8_11-0.07.h5,20.237579999999998,32.90585,TRN4750-4800
Model_LSTM8_11-0.07.h5,19.131220000000003,32.11874,TRN4800-4850
Model_LSTM8_11-0.07.h5,17.52884,32.38111,TRN4850-4900
Model_LSTM8_11-0.07.h5,16.50635,33.43058,TRN4900-4950
Model_LSTM8_11-0.07.h5,17.33107,32.90585,TRN4950-5000
Model_LSTM8_11-0.07.h5,11.22788,33.16822,TRN5050-5100
Model_LSTM8_11-0.07.h5,16.99413,32.11874,TRN5100-5150
Model_LSTM8_11-0.07.h5,17.441779999999998,33.95532,TRN5150-5200
Model_LSTM8_11-0.07.h5,17.8829,33.16822,TRN5200-5250
Model_LSTM8_11-0.07.h5,17.1672,32.38111,TRN5250-5300
Model_LSTM8_11-0.07.h5,19.8462,32.38111,TRN5300-5350
Model_LSTM8_11-0.07.h5,15.19116,32.64348,TRN5350-5400
Model_LSTM8_11-0.07.h5,17.66319,32.90585,TRN5400-5450
Model_LSTM8_11-0.07.h5,17.7308,32.90585,TRN5450-5500
Model_LSTM8_11-0.07.h5,19.01219,31.331640000000004,TRN5550-5600
Model_LSTM8_11-0.07.h5,16.36277,32.90585,TRN5600-5650
Model_LSTM8_11-0.07.h5,18.95513,33.16822,TRN5650-5700
Model_LSTM8_11-0.07.h5,19.05695,31.331640000000004,TRN5700-5750
Model_LSTM8_11-0.07.h5,16.196920000000002,32.11874,TRN5750-5800
Model_LSTM8_11-0.07.h5,17.66196,31.856379999999998,TRN5800-5850
Model_LSTM8_11-0.07.h5,18.81157,32.11874,TRN5850-5900
Model_LSTM8_11-0.07.h5,14.11785,30.54454,TRN5900-5950
Model_LSTM8_11-0.07.h5,19.79506,31.594009999999997,TRN5950-6000
Model_LSTM8_11-0.07.h5,16.976679999999998,31.856379999999998,TRN6000-6050
Model_LSTM8_11-0.07.h5,18.507939999999998,34.217690000000005,TRN6100-6150
Model_LSTM8_11-0.07.h5,16.91505,34.48005,TRN6150-6200
Model_LSTM8_11-0.07.h5,18.65834,33.16822,TRN6250-6300
Model_LSTM8_11-0.07.h5,17.3569,32.38111,TRN6300-6350
Model_LSTM8_11-0.07.h5,19.11939,32.11874,TRN6350-6400
Model_LSTM8_11-0.07.h5,18.83954,33.95532,TRN6400-6450
Model_LSTM8_11-0.07.h5,16.39012,32.64348,TRN6450-6500
Model_LSTM8_11-0.07.h5,18.84761,32.11874,TRN6500-6550
Model_LSTM8_11-0.07.h5,17.38843,32.64348,TRN6650-6700
Model_LSTM8_11-0.07.h5,17.668670000000002,33.95532,TRN6700-6750
Model_LSTM8_11-0.07.h5,13.56205,30.80691,TRN6750-6800
Model_LSTM8_11-0.07.h5,15.883029999999998,33.43058,TRN6850-6900
Model_LSTM8_11-0.07.h5,17.324279999999998,32.64348,TRN6900-6950
Model_LSTM8_11-0.07.h5,16.26035,33.43058,TRN7050-7100
Model_LSTM8_11-0.07.h5,18.24989,32.38111,TRN7100-7150
Model_LSTM8_11-0.07.h5,17.32895,32.90585,TRN7150-7200
Model_LSTM8_11-0.07.h5,18.43255,32.11874,TRN7200-7250
Model_LSTM8_11-0.07.h5,14.04526,32.11874,TRN7250-7300
Model_LSTM8_11-0.07.h5,19.96354,33.95532,TRN7300-7350
Model_LSTM8_11-0.07.h5,17.70785,33.16822,TRN7350-7400
Model_LSTM8_11-0.07.h5,14.67401,31.594009999999997,TRN7500-7550
Model_LSTM8_11-0.07.h5,17.42161,32.38111,TRN7550-7600
Model_LSTM8_11-0.07.h5,17.26961,32.11874,TRN7650-7700
Model_LSTM8_11-0.07.h5,17.69187,33.43058,TRN7700-7750
Model_LSTM8_11-0.07.h5,17.68775,32.64348,TRN7750-7800
Model_LSTM8_11-0.07.h5,17.50011,33.43058,TRN7800-7850
Model_LSTM8_11-0.07.h5,15.71699,32.64348,TRN7850-7900
Model_LSTM8_11-0.07.h5,16.32188,30.54454,TRN7950-8000
Model_LSTM8_11-0.07.h5,14.7298,30.54454,TRN8000-8050
Model_LSTM8_11-0.07.h5,15.300410000000001,31.331640000000004,TRN8050-8100
Model_LSTM8_11-0.07.h5,12.90647,32.64348,TRN8100-8150
Model_LSTM8_11-0.07.h5,14.15453,32.38111,TRN8250-8300
Model_LSTM8_11-0.07.h5,15.73484,33.43058,TRN8300-8350
Model_LSTM8_11-0.07.h5,15.23073,32.38111,TRN8350-8400
Model_LSTM8_11-0.07.h5,12.77844,32.64348,TRN8450-8500
Model_LSTM8_11-0.07.h5,16.827560000000002,32.11874,TRN8500-8550
Model_LSTM8_11-0.07.h5,18.35605,34.217690000000005,TRN8550-8600
Model_LSTM8_11-0.07.h5,15.166720000000002,31.06927,TRN8600-8650
Model_LSTM8_11-0.07.h5,15.95612,32.38111,TRN8650-8700
Model_LSTM8_11-0.07.h5,13.16341,32.90585,TRN8700-8750
Model_LSTM8_11-0.07.h5,15.98675,31.856379999999998,TRN8750-8800
Model_LSTM8_11-0.07.h5,17.06369,33.16822,TRN8800-8850
Model_LSTM8_11-0.07.h5,14.851870000000002,34.48005,TRN8850-8900
Model_LSTM8_11-0.07.h5,10.710230000000001,32.11874,TRN8950-9000
Model_LSTM8_11-0.07.h5,12.964039999999999,33.69295,TRN9000-9050
Model_LSTM8_11-0.07.h5,14.72915,32.64348,TRN9050-9100
Model_LSTM8_11-0.07.h5,14.005170000000001,30.54454,TRN9100-9150
Model_LSTM4_03-0.06.h5,17.531370000000003,33.16822,TEST
Model_LSTM4_03-0.06.h5,19.28424,33.69295,TRN0-50
Model_LSTM4_03-0.06.h5,18.9564,31.856379999999998,TRN50-100
Model_LSTM4_03-0.06.h5,15.36875,33.16822,TRN100-150
Model_LSTM4_03-0.06.h5,18.815620000000003,32.64348,TRN150-200
Model_LSTM4_03-0.06.h5,18.41215,32.90585,TRN200-250
Model_LSTM4_03-0.06.h5,18.40354,31.06927,TRN250-300
Model_LSTM4_03-0.06.h5,13.63461,31.856379999999998,TRN350-400
Model_LSTM4_03-0.06.h5,17.33026,32.90585,TRN450-500
Model_LSTM4_03-0.06.h5,16.34778,32.64348,TRN500-550
Model_LSTM4_03-0.06.h5,11.08024,31.856379999999998,TRN550-600
Model_LSTM4_03-0.06.h5,17.80387,32.38111,TRN650-700
Model_LSTM4_03-0.06.h5,13.43702,33.43058,TRN700-750
Model_LSTM4_03-0.06.h5,9.889762,33.16822,TRN750-800
Model_LSTM4_03-0.06.h5,18.77432,30.0198,TRN800-850
Model_LSTM4_03-0.06.h5,14.47044,30.54454,TRN850-900
Model_LSTM4_03-0.06.h5,14.94946,31.856379999999998,TRN900-950
Model_LSTM4_03-0.06.h5,16.50402,32.11874,TRN950-1000
Model_LSTM4_03-0.06.h5,18.4928,33.95532,TRN1000-1050
Model_LSTM4_03-0.06.h5,11.40496,32.11874,TRN1100-1150
Model_LSTM4_03-0.06.h5,19.90814,33.69295,TRN1150-1200
Model_LSTM4_03-0.06.h5,14.97957,31.856379999999998,TRN1200-1250
Model_LSTM4_03-0.06.h5,14.4686,31.856379999999998,TRN1250-1300
Model_LSTM4_03-0.06.h5,11.520389999999999,33.16822,TRN1300-1350
Model_LSTM4_03-0.06.h5,6.304062,30.28217,TRN1350-1400
Model_LSTM4_03-0.06.h5,6.376227,31.331640000000004,TRN1450-1500
Model_LSTM4_03-0.06.h5,6.253787,30.80691,TRN1500-1550
Model_LSTM4_03-0.06.h5,6.808324000000001,32.90585,TRN1550-1600
Model_LSTM4_03-0.06.h5,7.003064999999999,31.06927,TRN1600-1650
Model_LSTM4_03-0.06.h5,3.745461,30.54454,TRN1650-1700
Model_LSTM4_03-0.06.h5,9.053653,31.856379999999998,TRN1700-1750
Model_LSTM4_03-0.06.h5,3.636625,31.594009999999997,TRN1750-1800
Model_LSTM4_03-0.06.h5,9.920144,31.06927,TRN1800-1850
Model_LSTM4_03-0.06.h5,10.22057,31.594009999999997,TRN1850-1900
Model_LSTM4_03-0.06.h5,9.114864,32.38111,TRN1900-1950
Model_LSTM4_03-0.06.h5,13.080160000000001,32.90585,TRN1950-2000
Model_LSTM4_03-0.06.h5,5.335221,31.06927,TRN2000-2050
Model_LSTM4_03-0.06.h5,8.547575,32.11874,TRN2050-2100
Model_LSTM4_03-0.06.h5,12.68781,32.11874,TRN2100-2150
Model_LSTM4_03-0.06.h5,6.001566,30.80691,TRN2150-2200
Model_LSTM4_03-0.06.h5,5.76121,32.64348,TRN2200-2250
Model_LSTM4_03-0.06.h5,7.84819,31.331640000000004,TRN2250-2300
Model_LSTM4_03-0.06.h5,5.521946,31.06927,TRN2300-2350
Model_LSTM4_03-0.06.h5,9.735746,33.69295,TRN2400-2450
Model_LSTM4_03-0.06.h5,16.54872,32.38111,TRN2450-2500
Model_LSTM4_03-0.06.h5,18.51037,33.43058,TRN2500-2550
Model_LSTM4_03-0.06.h5,16.271929999999998,32.90585,TRN2600-2650
Model_LSTM4_03-0.06.h5,18.322020000000002,33.95532,TRN2650-2700
Model_LSTM4_03-0.06.h5,18.78582,32.90585,TRN2700-2750
Model_LSTM4_03-0.06.h5,18.71162,31.594009999999997,TRN2750-2800
Model_LSTM4_03-0.06.h5,20.20605,31.594009999999997,TRN2800-2850
Model_LSTM4_03-0.06.h5,18.81478,31.331640000000004,TRN2850-2900
Model_LSTM4_03-0.06.h5,20.204539999999998,33.69295,TRN2900-2950
Model_LSTM4_03-0.06.h5,17.69185,32.38111,TRN2950-3000
Model_LSTM4_03-0.06.h5,16.841260000000002,33.69295,TRN3000-3050
Model_LSTM4_03-0.06.h5,16.05346,32.38111,TRN3100-3150
Model_LSTM4_03-0.06.h5,14.201839999999999,32.90585,TRN3200-3250
Model_LSTM4_03-0.06.h5,20.07826,30.80691,TRN3300-3350
Model_LSTM4_03-0.06.h5,19.16456,32.38111,TRN3350-3400
Model_LSTM4_03-0.06.h5,20.14794,32.64348,TRN3400-3450
Model_LSTM4_03-0.06.h5,15.638670000000001,31.331640000000004,TRN3450-3500
Model_LSTM4_03-0.06.h5,17.0091,33.16822,TRN3500-3550
Model_LSTM4_03-0.06.h5,18.26233,32.90585,TRN3600-3650
Model_LSTM4_03-0.06.h5,17.43368,32.64348,TRN3650-3700
Model_LSTM4_03-0.06.h5,16.76441,31.856379999999998,TRN3700-3750
Model_LSTM4_03-0.06.h5,18.918779999999998,31.594009999999997,TRN3850-3900
Model_LSTM4_03-0.06.h5,16.47205,32.90585,TRN3900-3950
Model_LSTM4_03-0.06.h5,17.37694,31.06927,TRN4000-4050
Model_LSTM4_03-0.06.h5,17.4738,34.48005,TRN4100-4150
Model_LSTM4_03-0.06.h5,15.425770000000002,32.90585,TRN4200-4250
Model_LSTM4_03-0.06.h5,19.974420000000002,32.38111,TRN4250-4300
Model_LSTM4_03-0.06.h5,18.91156,31.331640000000004,TRN4300-4350
Model_LSTM4_03-0.06.h5,16.81569,32.90585,TRN4350-4400
Model_LSTM4_03-0.06.h5,20.07581,31.331640000000004,TRN4400-4450
Model_LSTM4_03-0.06.h5,16.68992,32.38111,TRN4500-4550
Model_LSTM4_03-0.06.h5,17.15392,31.594009999999997,TRN4550-4600
Model_LSTM4_03-0.06.h5,11.28802,33.16822,TRN4650-4700
Model_LSTM4_03-0.06.h5,17.33786,32.90585,TRN4700-4750
Model_LSTM4_03-0.06.h5,19.34892,32.90585,TRN4750-4800
Model_LSTM4_03-0.06.h5,18.77444,32.11874,TRN4800-4850
Model_LSTM4_03-0.06.h5,16.8888,32.38111,TRN4850-4900
Model_LSTM4_03-0.06.h5,16.42291,33.43058,TRN4900-4950
Model_LSTM4_03-0.06.h5,15.10247,32.90585,TRN4950-5000
Model_LSTM4_03-0.06.h5,18.49375,33.43058,TRN5000-5050
Model_LSTM4_03-0.06.h5,10.93224,33.16822,TRN5050-5100
Model_LSTM4_03-0.06.h5,13.9917,32.11874,TRN5100-5150
Model_LSTM4_03-0.06.h5,17.20226,33.95532,TRN5150-5200
Model_LSTM4_03-0.06.h5,17.16972,33.16822,TRN5200-5250
Model_LSTM4_03-0.06.h5,17.68856,32.38111,TRN5250-5300
Model_LSTM4_03-0.06.h5,19.946479999999998,32.38111,TRN5300-5350
Model_LSTM4_03-0.06.h5,14.98151,32.64348,TRN5350-5400
Model_LSTM4_03-0.06.h5,18.33069,32.90585,TRN5400-5450
Model_LSTM4_03-0.06.h5,15.10229,32.90585,TRN5450-5500
Model_LSTM4_03-0.06.h5,20.26056,31.331640000000004,TRN5550-5600
Model_LSTM4_03-0.06.h5,12.98823,32.90585,TRN5600-5650
Model_LSTM4_03-0.06.h5,18.92866,33.16822,TRN5650-5700
Model_LSTM4_03-0.06.h5,19.132579999999997,31.331640000000004,TRN5700-5750
Model_LSTM4_03-0.06.h5,16.08967,32.11874,TRN5750-5800
Model_LSTM4_03-0.06.h5,17.9955,31.856379999999998,TRN5800-5850
Model_LSTM4_03-0.06.h5,17.583270000000002,32.11874,TRN5850-5900
Model_LSTM4_03-0.06.h5,10.8032,30.54454,TRN5900-5950
Model_LSTM4_03-0.06.h5,19.95652,31.594009999999997,TRN5950-6000
Model_LSTM4_03-0.06.h5,18.985529999999997,31.856379999999998,TRN6000-6050
Model_LSTM4_03-0.06.h5,19.05886,33.43058,TRN6050-6100
Model_LSTM4_03-0.06.h5,19.82576,34.217690000000005,TRN6100-6150
Model_LSTM4_03-0.06.h5,16.869229999999998,34.48005,TRN6150-6200
Model_LSTM4_03-0.06.h5,14.47754,32.64348,TRN6200-6250
Model_LSTM4_03-0.06.h5,18.44265,33.16822,TRN6250-6300
Model_LSTM4_03-0.06.h5,16.77856,32.38111,TRN6300-6350
Model_LSTM4_03-0.06.h5,18.52485,32.11874,TRN6350-6400
Model_LSTM4_03-0.06.h5,18.58645,33.95532,TRN6400-6450
Model_LSTM4_03-0.06.h5,17.54491,32.64348,TRN6450-6500
Model_LSTM4_03-0.06.h5,18.83588,32.11874,TRN6500-6550
Model_LSTM4_03-0.06.h5,17.2367,33.16822,TRN6600-6650
Model_LSTM4_03-0.06.h5,17.35821,32.64348,TRN6650-6700
Model_LSTM4_03-0.06.h5,18.87685,33.95532,TRN6700-6750
Model_LSTM4_03-0.06.h5,13.3433,30.80691,TRN6750-6800
Model_LSTM4_03-0.06.h5,13.82935,33.43058,TRN6850-6900
Model_LSTM4_03-0.06.h5,18.94083,32.64348,TRN6900-6950
Model_LSTM4_03-0.06.h5,17.1676,33.43058,TRN7050-7100
Model_LSTM4_03-0.06.h5,18.2276,32.38111,TRN7100-7150
Model_LSTM4_03-0.06.h5,17.47145,32.90585,TRN7150-7200
Model_LSTM4_03-0.06.h5,17.14859,32.11874,TRN7200-7250
Model_LSTM4_03-0.06.h5,13.6286,32.11874,TRN7250-7300
Model_LSTM4_03-0.06.h5,18.944770000000002,33.95532,TRN7300-7350
Model_LSTM4_03-0.06.h5,17.85515,33.16822,TRN7350-7400
Model_LSTM4_03-0.06.h5,17.38725,31.594009999999997,TRN7500-7550
Model_LSTM4_03-0.06.h5,15.17341,32.38111,TRN7550-7600
Model_LSTM4_03-0.06.h5,16.03625,31.06927,TRN7600-7650
Model_LSTM4_03-0.06.h5,17.47243,32.11874,TRN7650-7700
Model_LSTM4_03-0.06.h5,18.957420000000003,33.43058,TRN7700-7750
Model_LSTM4_03-0.06.h5,16.923070000000003,32.64348,TRN7750-7800
Model_LSTM4_03-0.06.h5,17.62195,33.43058,TRN7800-7850
Model_LSTM4_03-0.06.h5,14.950339999999999,32.64348,TRN7850-7900
Model_LSTM4_03-0.06.h5,16.86688,30.54454,TRN7950-8000
Model_LSTM4_03-0.06.h5,12.5919,30.54454,TRN8000-8050
Model_LSTM4_03-0.06.h5,13.3911,31.331640000000004,TRN8050-8100
Model_LSTM4_03-0.06.h5,13.19273,32.64348,TRN8100-8150
Model_LSTM4_03-0.06.h5,13.99465,32.38111,TRN8250-8300
Model_LSTM4_03-0.06.h5,17.34958,33.43058,TRN8300-8350
Model_LSTM4_03-0.06.h5,14.99715,32.38111,TRN8350-8400
Model_LSTM4_03-0.06.h5,10.97761,32.64348,TRN8450-8500
Model_LSTM4_03-0.06.h5,19.0311,32.11874,TRN8500-8550
Model_LSTM4_03-0.06.h5,18.62623,34.217690000000005,TRN8550-8600
Model_LSTM4_03-0.06.h5,14.806070000000002,31.06927,TRN8600-8650
Model_LSTM4_03-0.06.h5,13.7818,32.90585,TRN8700-8750
Model_LSTM4_03-0.06.h5,16.10335,31.856379999999998,TRN8750-8800
Model_LSTM4_03-0.06.h5,17.73072,33.16822,TRN8800-8850
Model_LSTM4_03-0.06.h5,12.25465,34.48005,TRN8850-8900
Model_LSTM4_03-0.06.h5,11.33142,32.11874,TRN8950-9000
Model_LSTM4_03-0.06.h5,15.80282,33.69295,TRN9000-9050
Model_LSTM4_03-0.06.h5,14.463820000000002,32.64348,TRN9050-9100
Model_LSTM4_03-0.06.h5,13.638029999999999,30.54454,TRN9100-9150
Model_LSTM3_28-0.06.h5,17.43621,33.16822,TEST
Model_LSTM3_28-0.06.h5,19.52329,33.69295,TRN0-50
Model_LSTM3_28-0.06.h5,19.4939,31.856379999999998,TRN50-100
Model_LSTM3_28-0.06.h5,15.52149,33.16822,TRN100-150
Model_LSTM3_28-0.06.h5,18.94065,32.64348,TRN150-200
Model_LSTM3_28-0.06.h5,18.19845,32.90585,TRN200-250
Model_LSTM3_28-0.06.h5,18.565179999999998,31.06927,TRN250-300
Model_LSTM3_28-0.06.h5,17.08843,31.856379999999998,TRN350-400
Model_LSTM3_28-0.06.h5,20.684,32.64348,TRN400-450
Model_LSTM3_28-0.06.h5,17.58551,32.90585,TRN450-500
Model_LSTM3_28-0.06.h5,17.99547,32.64348,TRN500-550
Model_LSTM3_28-0.06.h5,14.911389999999999,31.856379999999998,TRN550-600
Model_LSTM3_28-0.06.h5,16.46405,32.38111,TRN650-700
Model_LSTM3_28-0.06.h5,17.68683,33.43058,TRN700-750
Model_LSTM3_28-0.06.h5,15.567479999999998,33.16822,TRN750-800
Model_LSTM3_28-0.06.h5,18.783179999999998,30.0198,TRN800-850
Model_LSTM3_28-0.06.h5,15.05756,30.54454,TRN850-900
Model_LSTM3_28-0.06.h5,15.54858,31.856379999999998,TRN900-950
Model_LSTM3_28-0.06.h5,16.4502,32.11874,TRN950-1000
Model_LSTM3_28-0.06.h5,18.583270000000002,33.95532,TRN1000-1050
Model_LSTM3_28-0.06.h5,15.84179,32.11874,TRN1100-1150
Model_LSTM3_28-0.06.h5,20.1931,33.69295,TRN1150-1200
Model_LSTM3_28-0.06.h5,15.65395,31.856379999999998,TRN1200-1250
Model_LSTM3_28-0.06.h5,16.74786,31.856379999999998,TRN1250-1300
Model_LSTM3_28-0.06.h5,15.86009,33.16822,TRN1300-1350
Model_LSTM3_28-0.06.h5,7.839885000000001,30.28217,TRN1350-1400
Model_LSTM3_28-0.06.h5,11.56171,31.331640000000004,TRN1450-1500
Model_LSTM3_28-0.06.h5,8.173485000000001,30.80691,TRN1500-1550
Model_LSTM3_28-0.06.h5,10.653210000000001,32.90585,TRN1550-1600
Model_LSTM3_28-0.06.h5,10.67267,31.06927,TRN1600-1650
Model_LSTM3_28-0.06.h5,5.620522,30.54454,TRN1650-1700
Model_LSTM3_28-0.06.h5,8.887329,31.856379999999998,TRN1700-1750
Model_LSTM3_28-0.06.h5,5.480851,31.594009999999997,TRN1750-1800
Model_LSTM3_28-0.06.h5,11.10409,31.06927,TRN1800-1850
Model_LSTM3_28-0.06.h5,14.21471,31.594009999999997,TRN1850-1900
Model_LSTM3_28-0.06.h5,10.98526,32.38111,TRN1900-1950
Model_LSTM3_28-0.06.h5,17.34357,32.90585,TRN1950-2000
Model_LSTM3_28-0.06.h5,7.335514999999999,31.06927,TRN2000-2050
Model_LSTM3_28-0.06.h5,10.28278,32.11874,TRN2050-2100
Model_LSTM3_28-0.06.h5,15.64364,32.11874,TRN2100-2150
Model_LSTM3_28-0.06.h5,9.744558,30.80691,TRN2150-2200
Model_LSTM3_28-0.06.h5,10.93051,31.331640000000004,TRN2250-2300
Model_LSTM3_28-0.06.h5,8.271372,31.06927,TRN2300-2350
Model_LSTM3_28-0.06.h5,10.88852,33.69295,TRN2400-2450
Model_LSTM3_28-0.06.h5,18.948179999999997,32.38111,TRN2450-2500
Model_LSTM3_28-0.06.h5,18.75488,33.43058,TRN2500-2550
Model_LSTM3_28-0.06.h5,20.3276,32.90585,TRN2550-2600
