Model,Perfect Score,Predicted Score,Data Type
Model_LSTM_00-0.08.h5,12.1426,30.80691,TRN6750-6800
Model_LSTM_00-0.08.h5,12.22544,33.43058,TRN6850-6900
Model_LSTM_00-0.08.h5,19.73334,32.64348,TRN6900-6950
Model_LSTM_00-0.08.h5,17.57624,33.43058,TRN7050-7100
Model_LSTM_00-0.08.h5,18.32806,32.38111,TRN7100-7150
Model_LSTM_00-0.08.h5,17.06353,32.90585,TRN7150-7200
Model_LSTM_00-0.08.h5,15.60813,32.11874,TRN7200-7250
Model_LSTM_00-0.08.h5,12.20255,32.11874,TRN7250-7300
Model_LSTM_00-0.08.h5,15.04315,33.95532,TRN7300-7350
Model_LSTM_00-0.08.h5,16.06759,33.16822,TRN7350-7400
Model_LSTM_00-0.08.h5,15.87142,31.59401,TRN7500-7550
Model_LSTM_00-0.08.h5,14.39421,32.38111,TRN7550-7600
Model_LSTM_00-0.08.h5,17.137320000000006,31.06927,TRN7600-7650
Model_LSTM_00-0.08.h5,17.309379999999994,32.11874,TRN7650-7700
Model_LSTM_00-0.08.h5,16.2317,33.43058,TRN7700-7750
Model_LSTM_00-0.08.h5,13.72812,32.64348,TRN7750-7800
Model_LSTM_00-0.08.h5,15.40681,33.43058,TRN7800-7850
Model_LSTM_00-0.08.h5,14.72565,32.64348,TRN7850-7900
Model_LSTM_00-0.08.h5,15.70256,30.54454,TRN7950-8000
Model_LSTM_00-0.08.h5,13.373970000000002,30.54454,TRN8000-8050
Model_LSTM_00-0.08.h5,12.74246,31.331640000000004,TRN8050-8100
Model_LSTM_00-0.08.h5,11.81868,32.64348,TRN8100-8150
Model_LSTM_00-0.08.h5,11.42625,32.38111,TRN8250-8300
Model_LSTM_00-0.08.h5,17.48923,33.43058,TRN8300-8350
Model_LSTM_00-0.08.h5,14.51815,32.38111,TRN8350-8400
Model_LSTM_00-0.08.h5,11.93454,32.64348,TRN8450-8500
Model_LSTM_00-0.08.h5,18.84961,32.11874,TRN8500-8550
Model_LSTM_00-0.08.h5,15.92083,34.217690000000005,TRN8550-8600
Model_LSTM_00-0.08.h5,14.91572,31.06927,TRN8600-8650
Model_LSTM_00-0.08.h5,15.992170000000002,32.38111,TRN8650-8700
Model_LSTM_00-0.08.h5,12.71626,32.90585,TRN8700-8750
Model_LSTM_00-0.08.h5,17.06703,31.85638,TRN8750-8800
Model_LSTM_00-0.08.h5,17.28654,33.16822,TRN8800-8850
Model_LSTM_00-0.08.h5,10.39719,34.48005,TRN8850-8900
Model_LSTM_00-0.08.h5,9.44447,32.11874,TRN8950-9000
Model_LSTM_00-0.08.h5,10.86167,33.69295,TRN9000-9050
Model_LSTM_00-0.08.h5,15.69325,32.64348,TRN9050-9100
Model_LSTM_00-0.08.h5,11.66059,30.54454,TRN9100-9150
Model_LSTM2_20-0.06.h5,17.62523,33.16822,TEST
Model_LSTM2_20-0.06.h5,18.87305,31.85638,TRN50-100
Model_LSTM2_20-0.06.h5,15.20519,33.16822,TRN100-150
Model_LSTM2_20-0.06.h5,18.14043,32.90585,TRN200-250
Model_LSTM2_20-0.06.h5,18.72127,31.06927,TRN250-300
Model_LSTM2_20-0.06.h5,16.14303,31.85638,TRN350-400
Model_LSTM2_20-0.06.h5,18.13318,32.64348,TRN400-450
Model_LSTM2_20-0.06.h5,17.47609,32.90585,TRN450-500
Model_LSTM2_20-0.06.h5,16.851960000000002,32.64348,TRN500-550
Model_LSTM2_20-0.06.h5,11.94703,31.85638,TRN550-600
Model_LSTM2_20-0.06.h5,18.80723,32.38111,TRN650-700
Model_LSTM2_20-0.06.h5,15.16065,33.43058,TRN700-750
Model_LSTM2_20-0.06.h5,14.03343,33.16822,TRN750-800
Model_LSTM2_20-0.06.h5,18.7614,30.0198,TRN800-850
Model_LSTM2_20-0.06.h5,14.91894,30.54454,TRN850-900
Model_LSTM2_20-0.06.h5,13.285329999999998,31.85638,TRN900-950
Model_LSTM2_20-0.06.h5,17.7648,32.11874,TRN950-1000
Model_LSTM2_20-0.06.h5,14.14931,32.11874,TRN1100-1150
Model_LSTM2_20-0.06.h5,13.63623,31.85638,TRN1200-1250
Model_LSTM2_20-0.06.h5,16.3258,31.85638,TRN1250-1300
Model_LSTM2_20-0.06.h5,11.93463,33.16822,TRN1300-1350
Model_LSTM2_20-0.06.h5,6.5084610000000005,30.28217,TRN1350-1400
Model_LSTM2_20-0.06.h5,7.1685789999999985,31.331640000000004,TRN1450-1500
Model_LSTM2_20-0.06.h5,7.674206,32.90585,TRN1550-1600
Model_LSTM2_20-0.06.h5,8.660753999999999,31.06927,TRN1600-1650
Model_LSTM2_20-0.06.h5,4.810681,30.54454,TRN1650-1700
Model_LSTM2_20-0.06.h5,9.438594,31.85638,TRN1700-1750
Model_LSTM2_20-0.06.h5,4.411005,31.59401,TRN1750-1800
Model_LSTM2_20-0.06.h5,11.49396,31.59401,TRN1850-1900
Model_LSTM2_20-0.06.h5,12.05633,32.38111,TRN1900-1950
Model_LSTM2_20-0.06.h5,13.94005,32.90585,TRN1950-2000
Model_LSTM2_20-0.06.h5,5.784718,31.06927,TRN2000-2050
Model_LSTM2_20-0.06.h5,9.645568,32.11874,TRN2050-2100
Model_LSTM2_20-0.06.h5,15.06175,32.11874,TRN2100-2150
Model_LSTM2_20-0.06.h5,6.518011,30.80691,TRN2150-2200
Model_LSTM2_20-0.06.h5,6.348052,32.64348,TRN2200-2250
Model_LSTM2_20-0.06.h5,8.963549,31.331640000000004,TRN2250-2300
Model_LSTM2_20-0.06.h5,7.323232000000001,31.06927,TRN2300-2350
Model_LSTM2_20-0.06.h5,12.3774,33.69295,TRN2400-2450
Model_LSTM2_20-0.06.h5,17.49091,32.38111,TRN2450-2500
Model_LSTM2_20-0.06.h5,18.90527,33.43058,TRN2500-2550
Model_LSTM2_20-0.06.h5,19.5648,32.90585,TRN2600-2650
Model_LSTM2_20-0.06.h5,19.87825,33.95532,TRN2650-2700
Model_LSTM2_20-0.06.h5,18.9878,32.90585,TRN2700-2750
Model_LSTM2_20-0.06.h5,20.30955,31.59401,TRN2750-2800
Model_LSTM2_20-0.06.h5,20.50839,31.59401,TRN2800-2850
Model_LSTM2_20-0.06.h5,20.20388,31.331640000000004,TRN2850-2900
Model_LSTM2_20-0.06.h5,20.45216,33.69295,TRN2900-2950
Model_LSTM2_20-0.06.h5,19.93352,32.38111,TRN2950-3000
Model_LSTM2_20-0.06.h5,20.06664,33.69295,TRN3000-3050
Model_LSTM2_20-0.06.h5,19.00815,32.38111,TRN3100-3150
Model_LSTM2_20-0.06.h5,17.2569,32.90585,TRN3200-3250
Model_LSTM2_20-0.06.h5,19.74985,30.80691,TRN3300-3350
Model_LSTM2_20-0.06.h5,18.84817,32.64348,TRN3400-3450
Model_LSTM2_20-0.06.h5,16.02965,31.331640000000004,TRN3450-3500
Model_LSTM2_20-0.06.h5,20.39682,32.90585,TRN3600-3650
Model_LSTM2_20-0.06.h5,14.26507,32.64348,TRN3650-3700
Model_LSTM2_20-0.06.h5,17.25553,31.59401,TRN3850-3900
Model_LSTM2_20-0.06.h5,15.53916,32.90585,TRN3900-3950
Model_LSTM2_20-0.06.h5,17.12269,33.16822,TRN3950-4000
Model_LSTM2_20-0.06.h5,16.08987,31.06927,TRN4000-4050
Model_LSTM2_20-0.06.h5,17.7716,34.48005,TRN4100-4150
Model_LSTM2_20-0.06.h5,16.735979999999998,32.90585,TRN4200-4250
Model_LSTM2_20-0.06.h5,19.97334,32.38111,TRN4250-4300
Model_LSTM2_20-0.06.h5,17.83596,31.331640000000004,TRN4300-4350
Model_LSTM2_20-0.06.h5,17.84536,32.90585,TRN4350-4400
Model_LSTM2_20-0.06.h5,18.86224,31.331640000000004,TRN4400-4450
Model_LSTM2_20-0.06.h5,17.80945,31.59401,TRN4550-4600
Model_LSTM2_20-0.06.h5,14.048,33.16822,TRN4650-4700
Model_LSTM2_20-0.06.h5,18.77731,32.90585,TRN4700-4750
Model_LSTM2_20-0.06.h5,20.07039,32.90585,TRN4750-4800
Model_LSTM2_20-0.06.h5,20.63567,32.11874,TRN4800-4850
Model_LSTM2_20-0.06.h5,17.891,32.38111,TRN4850-4900
Model_LSTM2_20-0.06.h5,17.58417,33.43058,TRN4900-4950
Model_LSTM2_20-0.06.h5,18.64584,32.90585,TRN4950-5000
Model_LSTM2_20-0.06.h5,18.65869,33.43058,TRN5000-5050
Model_LSTM2_20-0.06.h5,10.9498,33.16822,TRN5050-5100
Model_LSTM2_20-0.06.h5,16.137420000000002,32.11874,TRN5100-5150
Model_LSTM2_20-0.06.h5,17.59378,33.16822,TRN5200-5250
Model_LSTM2_20-0.06.h5,17.28661,32.38111,TRN5250-5300
Model_LSTM2_20-0.06.h5,19.88208,32.38111,TRN5300-5350
Model_LSTM2_20-0.06.h5,17.268320000000006,32.64348,TRN5350-5400
Model_LSTM2_20-0.06.h5,18.90144,32.90585,TRN5400-5450
Model_LSTM2_20-0.06.h5,19.00392,32.90585,TRN5450-5500
Model_LSTM2_20-0.06.h5,20.2546,31.331640000000004,TRN5550-5600
Model_LSTM2_20-0.06.h5,18.00625,32.90585,TRN5600-5650
Model_LSTM2_20-0.06.h5,19.10173,33.16822,TRN5650-5700
Model_LSTM2_20-0.06.h5,19.23675,31.331640000000004,TRN5700-5750
Model_LSTM2_20-0.06.h5,17.89549,32.11874,TRN5750-5800
Model_LSTM2_20-0.06.h5,20.31024,31.85638,TRN5800-5850
Model_LSTM2_20-0.06.h5,17.73039,32.11874,TRN5850-5900
Model_LSTM2_20-0.06.h5,14.26821,30.54454,TRN5900-5950
Model_LSTM2_20-0.06.h5,20.08533,31.59401,TRN5950-6000
Model_LSTM2_20-0.06.h5,20.22619,31.85638,TRN6000-6050
Model_LSTM2_20-0.06.h5,19.66839,34.217690000000005,TRN6100-6150
Model_LSTM2_20-0.06.h5,17.12912,34.48005,TRN6150-6200
Model_LSTM2_20-0.06.h5,15.71795,32.64348,TRN6200-6250
Model_LSTM2_20-0.06.h5,18.71274,33.16822,TRN6250-6300
Model_LSTM2_20-0.06.h5,17.29301,32.38111,TRN6300-6350
Model_LSTM2_20-0.06.h5,19.16754,33.95532,TRN6400-6450
Model_LSTM2_20-0.06.h5,19.21883,32.64348,TRN6450-6500
Model_LSTM2_20-0.06.h5,20.13799,32.11874,TRN6500-6550
Model_LSTM2_20-0.06.h5,15.93643,33.16822,TRN6600-6650
Model_LSTM2_20-0.06.h5,15.37049,30.80691,TRN6750-6800
Model_LSTM2_20-0.06.h5,17.313229999999994,33.43058,TRN6850-6900
Model_LSTM2_20-0.06.h5,17.58288,33.43058,TRN7050-7100
Model_LSTM2_20-0.06.h5,18.6425,32.38111,TRN7100-7150
Model_LSTM2_20-0.06.h5,17.33012,32.90585,TRN7150-7200
Model_LSTM2_20-0.06.h5,17.33945,32.11874,TRN7200-7250
Model_LSTM2_20-0.06.h5,13.18148,32.11874,TRN7250-7300
Model_LSTM2_20-0.06.h5,20.11617,33.95532,TRN7300-7350
Model_LSTM2_20-0.06.h5,17.71528,33.16822,TRN7350-7400
Model_LSTM2_20-0.06.h5,17.15105,31.59401,TRN7500-7550
Model_LSTM2_20-0.06.h5,18.88204,32.38111,TRN7550-7600
Model_LSTM2_20-0.06.h5,18.72229,32.11874,TRN7650-7700
Model_LSTM2_20-0.06.h5,18.74693,33.43058,TRN7700-7750
Model_LSTM2_20-0.06.h5,18.34148,32.64348,TRN7750-7800
Model_LSTM2_20-0.06.h5,18.72033,33.43058,TRN7800-7850
Model_LSTM2_20-0.06.h5,17.59144,32.64348,TRN7850-7900
Model_LSTM2_20-0.06.h5,16.822229999999998,30.54454,TRN7950-8000
Model_LSTM2_20-0.06.h5,15.26271,30.54454,TRN8000-8050
Model_LSTM2_20-0.06.h5,16.46828,31.331640000000004,TRN8050-8100
Model_LSTM2_20-0.06.h5,13.21029,32.64348,TRN8100-8150
Model_LSTM2_20-0.06.h5,14.26614,32.38111,TRN8250-8300
Model_LSTM2_20-0.06.h5,17.13641,33.43058,TRN8300-8350
Model_LSTM2_20-0.06.h5,15.65842,32.38111,TRN8350-8400
Model_LSTM2_20-0.06.h5,18.85606,32.11874,TRN8500-8550
Model_LSTM2_20-0.06.h5,18.28046,34.217690000000005,TRN8550-8600
Model_LSTM2_20-0.06.h5,17.77092,31.06927,TRN8600-8650
Model_LSTM2_20-0.06.h5,13.20986,32.90585,TRN8700-8750
Model_LSTM2_20-0.06.h5,17.09562,31.85638,TRN8750-8800
Model_LSTM2_20-0.06.h5,18.21975,33.16822,TRN8800-8850
Model_LSTM2_20-0.06.h5,13.19476,34.48005,TRN8850-8900
Model_LSTM2_20-0.06.h5,10.24545,32.11874,TRN8950-9000
Model_LSTM2_20-0.06.h5,12.20591,33.69295,TRN9000-9050
Model_LSTM2_20-0.06.h5,15.73421,32.64348,TRN9050-9100
Model_LSTM2_20-0.06.h5,14.05506,30.54454,TRN9100-9150
Model_LSTM_10-0.06.h5,18.80958,33.16822,TEST
Model_LSTM_10-0.06.h5,19.11541,31.85638,TRN50-100
Model_LSTM_10-0.06.h5,15.22325,33.16822,TRN100-150
Model_LSTM_10-0.06.h5,19.15062,32.64348,TRN150-200
Model_LSTM_10-0.06.h5,18.65522,32.90585,TRN200-250
Model_LSTM_10-0.06.h5,18.38517,31.06927,TRN250-300
Model_LSTM_10-0.06.h5,16.30163,31.85638,TRN350-400
Model_LSTM_10-0.06.h5,17.48903,32.90585,TRN450-500
Model_LSTM_10-0.06.h5,16.41518,32.64348,TRN500-550
Model_LSTM_10-0.06.h5,12.36487,31.85638,TRN550-600
Model_LSTM_10-0.06.h5,18.43344,31.59401,TRN600-650
Model_LSTM_10-0.06.h5,16.84827,32.38111,TRN650-700
Model_LSTM_10-0.06.h5,15.76522,33.43058,TRN700-750
Model_LSTM_10-0.06.h5,12.87321,33.16822,TRN750-800
Model_LSTM_10-0.06.h5,18.47025,30.0198,TRN800-850
Model_LSTM_10-0.06.h5,14.964529999999998,30.54454,TRN850-900
Model_LSTM_10-0.06.h5,14.9878,31.85638,TRN900-950
Model_LSTM_10-0.06.h5,14.94973,32.11874,TRN950-1000
Model_LSTM_10-0.06.h5,17.69172,33.95532,TRN1000-1050
Model_LSTM_10-0.06.h5,14.48246,32.11874,TRN1100-1150
Model_LSTM_10-0.06.h5,15.02434,31.85638,TRN1200-1250
Model_LSTM_10-0.06.h5,15.88216,31.85638,TRN1250-1300
Model_LSTM_10-0.06.h5,12.03599,33.16822,TRN1300-1350
Model_LSTM_10-0.06.h5,6.591178,30.28217,TRN1350-1400
Model_LSTM_10-0.06.h5,6.866791,31.331640000000004,TRN1450-1500
Model_LSTM_10-0.06.h5,6.68532,30.80691,TRN1500-1550
Model_LSTM_10-0.06.h5,7.9794550000000015,32.90585,TRN1550-1600
Model_LSTM_10-0.06.h5,6.985360000000001,31.06927,TRN1600-1650
Model_LSTM_10-0.06.h5,3.787548,30.54454,TRN1650-1700
Model_LSTM_10-0.06.h5,7.444223,31.85638,TRN1700-1750
Model_LSTM_10-0.06.h5,4.546633,31.59401,TRN1750-1800
Model_LSTM_10-0.06.h5,10.24971,31.59401,TRN1850-1900
Model_LSTM_10-0.06.h5,9.42885,32.38111,TRN1900-1950
Model_LSTM_10-0.06.h5,15.74196,32.90585,TRN1950-2000
Model_LSTM_10-0.06.h5,5.606684,31.06927,TRN2000-2050
Model_LSTM_10-0.06.h5,7.637173,32.11874,TRN2050-2100
Model_LSTM_10-0.06.h5,15.05814,32.11874,TRN2100-2150
Model_LSTM_10-0.06.h5,6.134181,30.80691,TRN2150-2200
Model_LSTM_10-0.06.h5,6.194985,32.64348,TRN2200-2250
Model_LSTM_10-0.06.h5,10.41376,31.331640000000004,TRN2250-2300
Model_LSTM_10-0.06.h5,5.521591,31.06927,TRN2300-2350
Model_LSTM_10-0.06.h5,10.26116,33.69295,TRN2400-2450
Model_LSTM_10-0.06.h5,17.45935,32.38111,TRN2450-2500
Model_LSTM_10-0.06.h5,18.80565,33.43058,TRN2500-2550
Model_LSTM_10-0.06.h5,17.65671,32.90585,TRN2600-2650
Model_LSTM_10-0.06.h5,19.93279,33.95532,TRN2650-2700
Model_LSTM_10-0.06.h5,18.99598,32.90585,TRN2700-2750
Model_LSTM_10-0.06.h5,19.11416,31.59401,TRN2750-2800
Model_LSTM_10-0.06.h5,20.13139,31.59401,TRN2800-2850
Model_LSTM_10-0.06.h5,19.01754,31.331640000000004,TRN2850-2900
Model_LSTM_10-0.06.h5,20.26204,33.69295,TRN2900-2950
Model_LSTM_10-0.06.h5,20.25906,32.38111,TRN2950-3000
Model_LSTM_10-0.06.h5,17.7081,33.69295,TRN3000-3050
Model_LSTM_10-0.06.h5,18.61914,33.95532,TRN3050-3100
Model_LSTM_10-0.06.h5,17.84246,32.38111,TRN3100-3150
Model_LSTM_10-0.06.h5,14.70731,32.90585,TRN3200-3250
Model_LSTM_10-0.06.h5,19.99441,30.80691,TRN3300-3350
Model_LSTM_10-0.06.h5,20.54997,32.38111,TRN3350-3400
Model_LSTM_10-0.06.h5,20.10923,32.64348,TRN3400-3450
Model_LSTM_10-0.06.h5,17.46265,31.331640000000004,TRN3450-3500
Model_LSTM_10-0.06.h5,17.1123,33.16822,TRN3500-3550
Model_LSTM_10-0.06.h5,17.56935,32.64348,TRN3550-3600
Model_LSTM_10-0.06.h5,19.10593,32.90585,TRN3600-3650
Model_LSTM_10-0.06.h5,16.58539,32.64348,TRN3650-3700
Model_LSTM_10-0.06.h5,19.06202,31.85638,TRN3700-3750
Model_LSTM_10-0.06.h5,18.65938,33.16822,TRN3800-3850
Model_LSTM_10-0.06.h5,19.82574,31.59401,TRN3850-3900
Model_LSTM_10-0.06.h5,17.690939999999994,32.90585,TRN3900-3950
Model_LSTM_10-0.06.h5,17.29726,33.16822,TRN3950-4000
Model_LSTM_10-0.06.h5,17.66563,31.06927,TRN4000-4050
Model_LSTM_10-0.06.h5,18.76968,34.48005,TRN4100-4150
Model_LSTM_10-0.06.h5,18.72989,34.217690000000005,TRN4150-4200
Model_LSTM_10-0.06.h5,17.55495,32.90585,TRN4200-4250
Model_LSTM_10-0.06.h5,20.05817,32.38111,TRN4250-4300
Model_LSTM_10-0.06.h5,18.88831,31.331640000000004,TRN4300-4350
Model_LSTM_10-0.06.h5,18.92633,32.90585,TRN4350-4400
Model_LSTM_10-0.06.h5,18.86854,31.331640000000004,TRN4400-4450
Model_LSTM_10-0.06.h5,16.65198,32.38111,TRN4500-4550
Model_LSTM_10-0.06.h5,17.87754,31.59401,TRN4550-4600
Model_LSTM_10-0.06.h5,12.51711,33.16822,TRN4650-4700
Model_LSTM_10-0.06.h5,17.77768,32.90585,TRN4700-4750
Model_LSTM_10-0.06.h5,20.31065,32.90585,TRN4750-4800
Model_LSTM_10-0.06.h5,19.25595,32.11874,TRN4800-4850
Model_LSTM_10-0.06.h5,17.892570000000006,32.38111,TRN4850-4900
Model_LSTM_10-0.06.h5,17.50925,33.43058,TRN4900-4950
Model_LSTM_10-0.06.h5,18.87531,32.90585,TRN4950-5000
Model_LSTM_10-0.06.h5,18.76688,33.43058,TRN5000-5050
Model_LSTM_10-0.06.h5,10.97354,33.16822,TRN5050-5100
Model_LSTM_10-0.06.h5,14.69554,32.11874,TRN5100-5150
Model_LSTM_10-0.06.h5,18.71295,33.95532,TRN5150-5200
Model_LSTM_10-0.06.h5,18.88574,33.16822,TRN5200-5250
Model_LSTM_10-0.06.h5,18.65663,32.38111,TRN5250-5300
Model_LSTM_10-0.06.h5,19.91349,32.38111,TRN5300-5350
Model_LSTM_10-0.06.h5,17.59768,32.64348,TRN5350-5400
Model_LSTM_10-0.06.h5,18.434420000000006,32.90585,TRN5400-5450
Model_LSTM_10-0.06.h5,17.57024,32.90585,TRN5450-5500
Model_LSTM_10-0.06.h5,20.2207,31.331640000000004,TRN5550-5600
Model_LSTM_10-0.06.h5,17.96334,32.90585,TRN5600-5650
Model_LSTM_10-0.06.h5,20.07777,33.16822,TRN5650-5700
Model_LSTM_10-0.06.h5,19.41499,31.331640000000004,TRN5700-5750
Model_LSTM_10-0.06.h5,15.87743,32.11874,TRN5750-5800
Model_LSTM_10-0.06.h5,18.98759,31.85638,TRN5800-5850
Model_LSTM_10-0.06.h5,19.09684,32.11874,TRN5850-5900
Model_LSTM_10-0.06.h5,11.57523,30.54454,TRN5900-5950
Model_LSTM_10-0.06.h5,19.86879,31.59401,TRN5950-6000
Model_LSTM_10-0.06.h5,19.09301,31.85638,TRN6000-6050
Model_LSTM_10-0.06.h5,20.49743,33.43058,TRN6050-6100
Model_LSTM_10-0.06.h5,19.97878,34.217690000000005,TRN6100-6150
Model_LSTM_10-0.06.h5,17.15576,34.48005,TRN6150-6200
Model_LSTM_10-0.06.h5,18.75014,33.16822,TRN6250-6300
Model_LSTM_10-0.06.h5,17.3848,32.38111,TRN6300-6350
Model_LSTM_10-0.06.h5,19.20844,32.11874,TRN6350-6400
Model_LSTM_10-0.06.h5,18.99851,33.95532,TRN6400-6450
Model_LSTM_10-0.06.h5,17.77915,32.64348,TRN6450-6500
Model_LSTM_10-0.06.h5,20.06085,32.11874,TRN6500-6550
Model_LSTM_10-0.06.h5,16.29335,33.16822,TRN6600-6650
Model_LSTM_10-0.06.h5,18.70981,32.64348,TRN6650-6700
Model_LSTM_10-0.06.h5,19.94591,33.95532,TRN6700-6750
Model_LSTM_10-0.06.h5,15.19803,30.80691,TRN6750-6800
Model_LSTM_10-0.06.h5,16.12848,33.43058,TRN6850-6900
Model_LSTM_10-0.06.h5,18.5721,32.64348,TRN6900-6950
Model_LSTM_10-0.06.h5,17.86595,33.43058,TRN7050-7100
Model_LSTM_10-0.06.h5,18.46608,32.38111,TRN7100-7150
Model_LSTM_10-0.06.h5,17.77436,32.90585,TRN7150-7200
Model_LSTM_10-0.06.h5,18.21499,32.11874,TRN7200-7250
Model_LSTM_10-0.06.h5,13.998729999999998,32.11874,TRN7250-7300
Model_LSTM_10-0.06.h5,20.0337,33.95532,TRN7300-7350
Model_LSTM_10-0.06.h5,18.11949,33.16822,TRN7350-7400
Model_LSTM_10-0.06.h5,17.65983,31.59401,TRN7500-7550
Model_LSTM_10-0.06.h5,16.74476,32.38111,TRN7550-7600
Model_LSTM_10-0.06.h5,18.89554,31.06927,TRN7600-7650
Model_LSTM_10-0.06.h5,19.98565,32.11874,TRN7650-7700
Model_LSTM_10-0.06.h5,17.8984,33.43058,TRN7700-7750
Model_LSTM_10-0.06.h5,19.0235,32.64348,TRN7750-7800
Model_LSTM_10-0.06.h5,17.73391,33.43058,TRN7800-7850
Model_LSTM_10-0.06.h5,17.34713,32.64348,TRN7850-7900
Model_LSTM_10-0.06.h5,18.79286,30.54454,TRN7950-8000
Model_LSTM_10-0.06.h5,16.6649,30.54454,TRN8000-8050
Model_LSTM_10-0.06.h5,16.94618,31.331640000000004,TRN8050-8100
Model_LSTM_10-0.06.h5,13.08199,32.64348,TRN8100-8150
Model_LSTM_10-0.06.h5,13.30511,32.38111,TRN8250-8300
Model_LSTM_10-0.06.h5,17.6766,33.43058,TRN8300-8350
Model_LSTM_10-0.06.h5,15.46428,32.38111,TRN8350-8400
Model_LSTM_10-0.06.h5,11.17434,32.64348,TRN8450-8500
Model_LSTM_10-0.06.h5,19.2365,32.11874,TRN8500-8550
Model_LSTM_10-0.06.h5,18.40187,34.217690000000005,TRN8550-8600
Model_LSTM_10-0.06.h5,14.91739,31.06927,TRN8600-8650
Model_LSTM_10-0.06.h5,14.83903,32.90585,TRN8700-8750
Model_LSTM_10-0.06.h5,17.27569,31.85638,TRN8750-8800
Model_LSTM_10-0.06.h5,17.566229999999994,33.16822,TRN8800-8850
Model_LSTM_10-0.06.h5,16.09434,34.48005,TRN8850-8900
Model_LSTM_10-0.06.h5,11.58061,32.11874,TRN8950-9000
Model_LSTM_10-0.06.h5,14.6209,33.69295,TRN9000-9050
Model_LSTM_10-0.06.h5,16.08267,32.64348,TRN9050-9100
Model_LSTM_10-0.06.h5,13.98252,30.54454,TRN9100-9150
Model_LSTM_01-0.07.h5,15.65636,33.16822,TEST
Model_LSTM_01-0.07.h5,17.49335,31.85638,TRN50-100
Model_LSTM_01-0.07.h5,11.40294,33.16822,TRN100-150
Model_LSTM_01-0.07.h5,18.33564,32.64348,TRN150-200
Model_LSTM_01-0.07.h5,18.07711,32.90585,TRN200-250
Model_LSTM_01-0.07.h5,17.20851,31.06927,TRN250-300
Model_LSTM_01-0.07.h5,13.31551,31.85638,TRN350-400
Model_LSTM_01-0.07.h5,14.629270000000002,32.90585,TRN450-500
Model_LSTM_01-0.07.h5,14.46845,32.64348,TRN500-550
Model_LSTM_01-0.07.h5,13.3329,31.85638,TRN550-600
Model_LSTM_01-0.07.h5,17.19135,31.59401,TRN600-650
Model_LSTM_01-0.07.h5,16.32029,32.38111,TRN650-700
Model_LSTM_01-0.07.h5,13.08905,33.43058,TRN700-750
Model_LSTM_01-0.07.h5,9.403655,33.16822,TRN750-800
Model_LSTM_01-0.07.h5,18.0094,30.0198,TRN800-850
Model_LSTM_01-0.07.h5,11.82841,30.54454,TRN850-900
Model_LSTM_01-0.07.h5,14.70184,31.85638,TRN900-950
Model_LSTM_01-0.07.h5,14.68265,32.11874,TRN950-1000
Model_LSTM_01-0.07.h5,12.50418,32.11874,TRN1100-1150
Model_LSTM_01-0.07.h5,13.52256,31.85638,TRN1200-1250
Model_LSTM_01-0.07.h5,9.965622,33.16822,TRN1300-1350
Model_LSTM_01-0.07.h5,5.527778,30.28217,TRN1350-1400
Model_LSTM_01-0.07.h5,4.884093,31.331640000000004,TRN1450-1500
Model_LSTM_01-0.07.h5,6.2823699999999985,32.90585,TRN1550-1600
Model_LSTM_01-0.07.h5,6.9903830000000005,31.06927,TRN1600-1650
Model_LSTM_01-0.07.h5,3.1879060000000004,30.54454,TRN1650-1700
Model_LSTM_01-0.07.h5,7.116777000000001,31.85638,TRN1700-1750
Model_LSTM_01-0.07.h5,3.5234589999999995,31.59401,TRN1750-1800
Model_LSTM_01-0.07.h5,8.030545,31.06927,TRN1800-1850
Model_LSTM_01-0.07.h5,8.914357,31.59401,TRN1850-1900
Model_LSTM_01-0.07.h5,8.701419,32.38111,TRN1900-1950
Model_LSTM_01-0.07.h5,4.572171,31.06927,TRN2000-2050
Model_LSTM_01-0.07.h5,7.805044,32.11874,TRN2050-2100
Model_LSTM_01-0.07.h5,11.96865,32.11874,TRN2100-2150
Model_LSTM_01-0.07.h5,5.465602,30.80691,TRN2150-2200
Model_LSTM_01-0.07.h5,5.589064,32.64348,TRN2200-2250
Model_LSTM_01-0.07.h5,7.390799,31.331640000000004,TRN2250-2300
Model_LSTM_01-0.07.h5,5.252847,31.06927,TRN2300-2350
Model_LSTM_01-0.07.h5,16.63806,32.38111,TRN2450-2500
Model_LSTM_01-0.07.h5,16.104570000000002,33.43058,TRN2500-2550
Model_LSTM_01-0.07.h5,13.14155,32.90585,TRN2600-2650
Model_LSTM_01-0.07.h5,15.57183,33.95532,TRN2650-2700
Model_LSTM_01-0.07.h5,15.70441,32.90585,TRN2700-2750
Model_LSTM_01-0.07.h5,18.25736,31.59401,TRN2750-2800
Model_LSTM_01-0.07.h5,18.67877,31.59401,TRN2800-2850
Model_LSTM_01-0.07.h5,17.10065,31.331640000000004,TRN2850-2900
Model_LSTM_01-0.07.h5,18.78774,33.69295,TRN2900-2950
Model_LSTM_01-0.07.h5,18.29549,32.38111,TRN2950-3000
Model_LSTM_01-0.07.h5,14.87202,33.69295,TRN3000-3050
Model_LSTM_01-0.07.h5,17.59786,32.38111,TRN3100-3150
Model_LSTM_01-0.07.h5,11.28376,32.90585,TRN3200-3250
Model_LSTM_01-0.07.h5,17.72886,30.80691,TRN3300-3350
